event_id,popularity_tier,city_tier,venue_capacity_tier,face_value,price,price_ratio,days_until_event,is_weekend,competing_listings,listing_age_hours,sold,sale_price
107,3,1,1,3910.0,3060.0,0.7826,102,0,5,708,1,3060.0
107,3,1,1,3910.0,3120.0,0.798,110,0,1,58,1,2990.0
107,3,1,1,3910.0,2830.0,0.7238,14,0,2,375,1,2650.0
107,3,1,1,3910.0,3140.0,0.8031,29,0,1,114,0,
107,3,1,1,3910.0,4360.0,1.1151,31,0,3,258,1,4180.0
107,3,1,1,3910.0,3740.0,0.9565,4,0,0,280,1,3570.0
107,3,1,1,3910.0,6000.0,1.5345,36,0,0,422,0,
107,3,1,1,3910.0,6270.0,1.6036,102,0,3,51,0,
108,4,1,3,8610.0,7670.0,0.8908,102,1,2,374,1,7240.0
108,4,1,3,8610.0,8050.0,0.935,108,1,0,431,1,7550.0
108,4,1,3,8610.0,7970.0,0.9257,46,1,0,525,1,7730.0
108,4,1,3,8610.0,5730.0,0.6655,6,1,2,689,1,5430.0
108,4,1,3,8610.0,9770.0,1.1347,34,1,3,643,0,
108,4,1,3,8610.0,12130.0,1.4088,53,1,3,543,1,11390.0
108,4,1,3,8610.0,7950.0,0.9233,108,1,0,186,1,7480.0
108,4,1,3,8610.0,7880.0,0.9152,94,1,1,392,0,
108,4,1,3,8610.0,8910.0,1.0348,9,1,0,183,0,
108,4,1,3,8610.0,6440.0,0.748,67,1,0,318,1,5680.0
108,4,1,3,8610.0,7710.0,0.8955,18,1,0,561,1,7220.0
108,4,1,3,8610.0,8090.0,0.9396,102,1,5,185,1,7890.0
108,4,1,3,8610.0,14810.0,1.7201,60,1,2,337,0,
108,4,1,3,8610.0,5180.0,0.6016,83,1,1,541,1,5080.0
108,4,1,3,8610.0,6570.0,0.7631,12,1,1,696,1,6500.0
109,1,2,1,1560.0,1970.0,1.2628,32,0,5,545,0,
109,1,2,1,1560.0,1740.0,1.1154,95,0,2,53,0,
109,1,2,1,1560.0,1960.0,1.2564,97,0,1,319,0,
109,1,2,1,1560.0,1480.0,0.9487,35,0,8,518,0,
109,1,2,1,1560.0,1400.0,0.8974,78,0,5,579,0,
109,1,2,1,1560.0,1510.0,0.9679,19,0,3,223,0,
109,1,2,1,1560.0,1290.0,0.8269,24,0,2,416,0,
109,1,2,1,1560.0,1060.0,0.6795,91,0,0,182,0,
109,1,2,1,1560.0,1410.0,0.9038,23,0,5,58,1,1410.0
109,1,2,1,1560.0,930.0,0.5962,63,0,8,417,0,
109,1,2,1,1560.0,1770.0,1.1346,49,0,0,381,1,1660.0
109,1,2,1,1560.0,1430.0,0.9167,30,0,3,522,0,
109,1,2,1,1560.0,1440.0,0.9231,23,0,5,522,0,
109,1,2,1,1560.0,970.0,0.6218,84,0,1,497,1,970.0
109,1,2,1,1560.0,1230.0,0.7885,43,0,5,415,0,
110,4,3,2,6000.0,4910.0,0.8183,51,1,2,138,1,4900.0
110,4,3,2,6000.0,5250.0,0.875,84,1,0,617,1,5080.0
110,4,3,2,6000.0,5080.0,0.8467,101,1,0,652,1,5030.0
110,4,3,2,6000.0,3350.0,0.5583,49,1,1,480,1,3130.0
110,4,3,2,6000.0,4590.0,0.765,15,1,3,702,0,
110,4,3,2,6000.0,5770.0,0.9617,7,1,2,113,1,5440.0
110,4,3,2,6000.0,7080.0,1.18,25,1,1,716,1,7070.0
110,4,3,2,6000.0,6620.0,1.1033,2,1,1,396,1,6370.0
110,4,3,2,6000.0,5130.0,0.855,90,1,0,401,1,5130.0
110,4,3,2,6000.0,6570.0,1.095,104,1,5,595,1,6300.0
110,4,3,2,6000.0,6560.0,1.0933,5,1,0,573,1,6560.0
110,4,3,2,6000.0,8460.0,1.41,85,1,2,429,0,
110,4,3,2,6000.0,4040.0,0.6733,33,1,0,411,1,3990.0
110,4,3,2,6000.0,5720.0,0.9533,69,1,3,451,1,5390.0
110,4,3,2,6000.0,5050.0,0.8417,97,1,2,389,1,4700.0
111,2,2,1,2320.0,1440.0,0.6207,61,0,1,482,1,1330.0
111,2,2,1,2320.0,2750.0,1.1853,83,0,3,254,1,2700.0
111,2,2,1,2320.0,1940.0,0.8362,85,0,1,578,0,
111,2,2,1,2320.0,2090.0,0.9009,41,0,2,68,1,2050.0
111,2,2,1,2320.0,2190.0,0.944,5,0,2,671,0,
111,2,2,1,2320.0,2390.0,1.0302,47,0,5,596,0,
111,2,2,1,2320.0,1680.0,0.7241,55,0,1,300,1,1680.0
111,2,2,1,2320.0,2270.0,0.9784,55,0,1,586,0,
111,2,2,1,2320.0,2530.0,1.0905,65,0,8,440,0,
111,2,2,1,2320.0,2220.0,0.9569,46,0,0,637,0,
111,2,2,1,2320.0,2300.0,0.9914,67,0,1,345,0,
111,2,2,1,2320.0,1810.0,0.7802,69,0,2,575,1,1810.0
111,2,2,1,2320.0,1740.0,0.75,7,0,1,687,0,
111,2,2,1,2320.0,2160.0,0.931,26,0,3,307,0,
111,2,2,1,2320.0,2650.0,1.1422,77,0,0,227,0,
112,4,1,3,7550.0,4650.0,0.6159,30,1,0,451,0,
112,4,1,3,7550.0,6110.0,0.8093,45,1,2,102,1,6050.0
112,4,1,3,7550.0,9650.0,1.2781,57,1,2,608,1,8770.0
112,4,1,3,7550.0,8280.0,1.0967,23,1,0,13,1,7720.0
112,4,1,3,7550.0,6550.0,0.8675,65,1,3,30,1,6540.0
112,4,1,3,7550.0,11070.0,1.4662,26,1,5,353,0,
112,4,1,3,7550.0,5290.0,0.7007,40,1,3,317,1,4790.0
112,4,1,3,7550.0,3200.0,0.4238,37,1,1,562,1,3170.0
112,4,1,3,7550.0,7060.0,0.9351,28,1,1,68,1,6860.0
112,4,1,3,7550.0,6320.0,0.8371,4,1,1,603,1,6310.0
112,4,1,3,7550.0,9550.0,1.2649,48,1,3,499,1,9450.0
112,4,1,3,7550.0,16390.0,2.1709,1,1,2,230,0,
112,4,1,3,7550.0,7160.0,0.9483,99,1,2,693,1,6920.0
112,4,1,3,7550.0,8000.0,1.0596,16,1,1,359,1,7870.0
112,4,1,3,7550.0,7540.0,0.9987,45,1,0,130,1,7010.0
113,3,2,3,3870.0,2450.0,0.6331,61,1,0,435,1,2230.0
113,3,2,3,3870.0,3280.0,0.8475,24,1,1,345,1,3280.0
113,3,2,3,3870.0,3500.0,0.9044,59,1,0,39,1,3330.0
113,3,2,3,3870.0,2550.0,0.6589,95,1,1,251,1,2430.0
113,3,2,3,3870.0,3650.0,0.9432,49,1,0,608,1,3650.0
113,3,2,3,3870.0,5100.0,1.3178,92,1,5,78,1,5000.0
113,3,2,3,3870.0,3670.0,0.9483,88,1,3,553,1,3520.0
113,3,2,3,3870.0,3210.0,0.8295,40,1,1,570,1,3210.0
113,3,2,3,3870.0,4290.0,1.1085,82,1,5,680,0,
113,3,2,3,3870.0,3140.0,0.8114,97,1,5,393,1,2940.0
113,3,2,3,3870.0,2930.0,0.7571,26,1,1,378,0,
113,3,2,3,3870.0,3710.0,0.9587,30,1,1,89,1,3660.0
113,3,2,3,3870.0,5440.0,1.4057,83,1,5,661,1,5280.0
113,3,2,3,3870.0,3170.0,0.8191,61,1,5,136,0,
113,3,2,3,3870.0,3800.0,0.9819,38,1,3,252,1,3800.0
114,4,1,3,3300.0,3460.0,1.0485,100,0,0,291,1,3080.0
114,4,1,3,3300.0,2560.0,0.7758,2,0,0,357,1,2450.0
114,4,1,3,3300.0,2460.0,0.7455,49,0,2,269,1,2400.0
114,4,1,3,3300.0,3280.0,0.9939,94,0,8,580,1,3220.0
114,4,1,3,3300.0,2400.0,0.7273,99,0,1,490,1,2300.0
114,4,1,3,3300.0,2470.0,0.7485,98,0,0,30,1,2470.0
114,4,1,3,3300.0,2660.0,0.8061,25,0,0,707,1,2660.0
114,4,1,3,3300.0,3800.0,1.1515,62,0,0,433,1,3470.0
114,4,1,3,3300.0,2780.0,0.8424,24,0,1,623,1,2740.0
114,4,1,3,3300.0,4080.0,1.2364,22,0,0,530,0,
114,4,1,3,3300.0,2250.0,0.6818,40,0,5,43,1,2130.0
114,4,1,3,3300.0,2970.0,0.9,5,0,1,157,1,2850.0
114,4,1,3,3300.0,2500.0,0.7576,33,0,3,570,0,
114,4,1,3,3300.0,1970.0,0.597,59,0,0,655,1,1880.0
114,4,1,3,3300.0,2560.0,0.7758,102,0,1,157,1,2560.0
115,3,3,2,2830.0,3490.0,1.2332,62,0,1,121,0,
115,3,3,2,2830.0,2700.0,0.9541,7,0,2,387,1,2600.0
115,3,3,2,2830.0,3070.0,1.0848,44,0,2,701,1,3020.0
115,3,3,2,2830.0,3460.0,1.2226,108,0,3,79,1,3170.0
115,3,3,2,2830.0,2460.0,0.8693,21,0,1,389,1,2400.0
115,3,3,2,2830.0,3000.0,1.0601,101,0,2,407,0,
115,3,3,2,2830.0,2430.0,0.8587,102,0,3,526,0,
115,3,3,2,2830.0,2490.0,0.8799,40,0,3,295,0,
115,3,3,2,2830.0,2000.0,0.7067,25,0,1,392,1,1970.0
115,3,3,2,2830.0,3660.0,1.2933,88,0,1,149,0,
115,3,3,2,2830.0,2700.0,0.9541,9,0,2,38,0,
115,3,3,2,2830.0,1720.0,0.6078,61,0,0,292,0,
115,3,3,2,2830.0,2790.0,0.9859,44,0,1,292,1,2680.0
115,3,3,2,2830.0,2010.0,0.7102,68,0,3,101,1,2000.0
115,3,3,2,2830.0,2640.0,0.9329,44,0,0,242,1,2510.0
116,2,3,2,2080.0,1770.0,0.851,36,0,0,625,1,1720.0
116,2,3,2,2080.0,2130.0,1.024,97,0,5,435,0,
116,2,3,2,2080.0,1640.0,0.7885,105,0,8,163,0,
116,2,3,2,2080.0,1840.0,0.8846,104,0,8,28,0,
116,2,3,2,2080.0,2440.0,1.1731,92,0,0,411,0,
116,2,3,2,2080.0,1530.0,0.7356,78,0,0,71,1,1500.0
116,2,3,2,2080.0,1450.0,0.6971,89,0,2,345,1,1450.0
116,2,3,2,2080.0,1540.0,0.7404,48,0,3,318,1,1480.0
116,2,3,2,2080.0,2520.0,1.2115,17,0,8,496,0,
116,2,3,2,2080.0,1880.0,0.9038,32,0,2,409,0,
116,2,3,2,2080.0,1780.0,0.8558,97,0,0,429,1,1780.0
116,2,3,2,2080.0,1750.0,0.8413,2,0,5,579,1,1690.0
116,2,3,2,2080.0,1530.0,0.7356,14,0,0,647,0,
116,2,3,2,2080.0,2180.0,1.0481,105,0,3,718,0,
116,2,3,2,2080.0,1840.0,0.8846,52,0,0,430,1,1770.0
117,4,2,2,4900.0,4340.0,0.8857,19,1,1,609,1,4270.0
117,4,2,2,4900.0,4680.0,0.9551,75,1,1,425,1,4320.0
117,4,2,2,4900.0,4980.0,1.0163,50,1,1,145,1,4540.0
117,4,2,2,4900.0,3330.0,0.6796,68,1,5,693,1,3200.0
117,4,2,2,4900.0,3680.0,0.751,73,1,8,682,1,3550.0
117,4,2,2,4900.0,4500.0,0.9184,59,1,2,538,1,4360.0
117,4,2,2,4900.0,3610.0,0.7367,39,1,0,258,1,3590.0
117,4,2,2,4900.0,6640.0,1.3551,13,1,2,375,0,
117,4,2,2,4900.0,4380.0,0.8939,77,1,3,697,1,4370.0
117,4,2,2,4900.0,4510.0,0.9204,59,1,2,123,1,4320.0
117,4,2,2,4900.0,4980.0,1.0163,100,1,2,281,1,4980.0
117,4,2,2,4900.0,2510.0,0.5122,3,1,0,684,1,2490.0
117,4,2,2,4900.0,5610.0,1.1449,20,1,1,232,1,5490.0
117,4,2,2,4900.0,4270.0,0.8714,108,1,8,317,1,4100.0
117,4,2,2,4900.0,4670.0,0.9531,31,1,2,159,1,4480.0
118,5,2,3,5500.0,7500.0,1.3636,104,1,1,223,1,7220.0
118,5,2,3,5500.0,6340.0,1.1527,42,1,2,197,1,6270.0
118,5,2,3,5500.0,4850.0,0.8818,74,1,0,184,1,4710.0
118,5,2,3,5500.0,5790.0,1.0527,33,1,3,370,1,5790.0
118,5,2,3,5500.0,4450.0,0.8091,43,1,1,516,1,3910.0
118,5,2,3,5500.0,6350.0,1.1545,110,1,8,685,1,6350.0
118,5,2,3,5500.0,7360.0,1.3382,100,1,0,486,1,7060.0
118,5,2,3,5500.0,5040.0,0.9164,82,1,1,141,1,5030.0
118,5,2,3,5500.0,4300.0,0.7818,106,1,0,597,1,4140.0
118,5,2,3,5500.0,4290.0,0.78,64,1,3,598,1,4290.0
118,5,2,3,5500.0,5330.0,0.9691,83,1,1,228,1,5030.0
118,5,2,3,5500.0,4230.0,0.7691,7,1,0,85,1,3930.0
118,5,2,3,5500.0,7130.0,1.2964,35,1,1,286,1,7000.0
118,5,2,3,5500.0,6350.0,1.1545,94,1,1,47,1,5960.0
118,5,2,3,5500.0,5160.0,0.9382,16,1,1,542,1,4550.0
119,5,2,3,15980.0,20270.0,1.2685,86,0,0,277,1,20270.0
119,5,2,3,15980.0,17620.0,1.1026,59,0,5,463,1,16530.0
119,5,2,3,15980.0,12530.0,0.7841,85,0,8,626,0,
119,5,2,3,15980.0,15240.0,0.9537,11,0,5,413,0,
119,5,2,3,15980.0,12860.0,0.8048,39,0,5,593,1,11100.0
119,5,2,3,15980.0,18530.0,1.1596,79,0,0,385,1,18530.0
119,5,2,3,15980.0,19420.0,1.2153,29,0,2,36,1,18910.0
119,5,2,3,15980.0,12510.0,0.7829,79,0,1,653,1,11690.0
119,5,2,3,15980.0,20930.0,1.3098,110,0,0,467,1,19930.0
119,5,2,3,15980.0,13150.0,0.8229,87,0,0,433,1,13150.0
119,5,2,3,15980.0,9550.0,0.5976,43,0,2,423,1,9210.0
119,5,2,3,15980.0,19660.0,1.2303,20,0,0,599,1,19660.0
119,5,2,3,15980.0,12370.0,0.7741,19,0,2,192,1,12250.0
119,5,2,3,15980.0,16070.0,1.0056,48,0,8,308,0,
119,5,2,3,15980.0,10450.0,0.6539,3,0,5,186,0,
120,2,2,2,2830.0,1750.0,0.6184,25,1,1,563,0,
120,2,2,2,2830.0,3310.0,1.1696,45,1,1,542,0,
120,2,2,2,2830.0,2800.0,0.9894,86,1,2,504,1,2650.0
120,2,2,2,2830.0,1790.0,0.6325,59,1,2,51,1,1790.0
120,2,2,2,2830.0,2990.0,1.0565,79,1,2,318,1,2950.0
120,2,2,2,2830.0,3880.0,1.371,96,1,1,582,0,
120,2,2,2,2830.0,3880.0,1.371,84,1,5,484,0,
120,2,2,2,2830.0,2220.0,0.7845,42,1,3,9,0,
120,2,2,2,2830.0,3460.0,1.2226,100,1,0,636,0,
120,2,2,2,2830.0,2970.0,1.0495,78,1,2,634,0,
120,2,2,2,2830.0,2470.0,0.8728,110,1,8,309,0,
120,2,2,2,2830.0,3200.0,1.1307,19,1,5,365,0,
120,2,2,2,2830.0,2110.0,0.7456,1,1,1,330,0,
120,2,2,2,2830.0,2290.0,0.8092,38,1,1,22,0,
120,2,2,2,2830.0,3420.0,1.2085,102,1,1,452,0,
121,3,3,2,2010.0,2790.0,1.3881,64,0,0,564,0,
121,3,3,2,2010.0,2300.0,1.1443,11,0,1,346,0,
121,3,3,2,2010.0,2250.0,1.1194,101,0,0,82,1,2250.0
121,3,3,2,2010.0,2100.0,1.0448,48,0,0,35,1,2040.0
121,3,3,2,2010.0,1830.0,0.9104,100,0,1,44,0,
121,3,3,2,2010.0,2590.0,1.2886,77,0,2,248,0,
121,3,3,2,2010.0,1910.0,0.9502,83,0,5,609,0,
121,3,3,2,2010.0,3110.0,1.5473,10,0,0,417,1,2980.0
121,3,3,2,2010.0,3350.0,1.6667,38,0,5,652,0,
121,3,3,2,2010.0,1280.0,0.6368,17,0,2,109,1,1280.0
121,3,3,2,2010.0,1990.0,0.99,98,0,0,325,1,1990.0
121,3,3,2,2010.0,2530.0,1.2587,9,0,3,389,0,
121,3,3,2,2010.0,1590.0,0.791,29,0,8,21,0,
121,3,3,2,2010.0,2310.0,1.1493,72,0,5,170,0,
121,3,3,2,2010.0,2200.0,1.0945,58,0,3,117,0,
122,4,3,3,6720.0,5850.0,0.8705,96,0,1,517,1,5490.0
122,4,3,3,6720.0,8190.0,1.2188,54,0,3,405,1,8170.0
122,4,3,3,6720.0,7190.0,1.0699,54,0,0,537,1,7070.0
122,4,3,3,6720.0,8550.0,1.2723,40,0,0,558,1,8290.0
122,4,3,3,6720.0,6840.0,1.0179,35,0,3,692,0,
122,4,3,3,6720.0,4330.0,0.6443,1,0,3,540,1,4110.0
122,4,3,3,6720.0,7590.0,1.1295,1,0,2,299,1,7590.0
122,4,3,3,6720.0,6350.0,0.9449,15,0,0,590,1,6070.0
122,4,3,3,6720.0,4270.0,0.6354,39,0,1,421,1,3980.0
122,4,3,3,6720.0,7880.0,1.1726,80,0,2,356,0,
122,4,3,3,6720.0,8570.0,1.2753,50,0,0,285,1,8430.0
122,4,3,3,6720.0,6690.0,0.9955,25,0,1,330,1,6270.0
122,4,3,3,6720.0,5050.0,0.7515,95,0,1,358,1,5050.0
122,4,3,3,6720.0,7800.0,1.1607,32,0,3,532,0,
122,4,3,3,6720.0,4030.0,0.5997,107,0,5,711,1,3830.0
123,4,1,2,6680.0,5270.0,0.7889,17,0,0,368,1,5040.0
123,4,1,2,6680.0,10820.0,1.6198,95,0,5,559,0,
123,4,1,2,6680.0,5290.0,0.7919,103,0,1,109,0,
123,4,1,2,6680.0,7480.0,1.1198,82,0,0,8,1,7150.0
123,4,1,2,6680.0,6250.0,0.9356,18,0,2,647,0,
123,4,1,2,6680.0,6120.0,0.9162,84,0,3,716,1,6120.0
123,4,1,2,6680.0,3960.0,0.5928,91,0,0,283,1,3790.0
123,4,1,2,6680.0,6740.0,1.009,61,0,0,65,1,6480.0
123,4,1,2,6680.0,6900.0,1.0329,100,0,0,108,1,6420.0
123,4,1,2,6680.0,9400.0,1.4072,56,0,1,688,1,9400.0
123,4,1,2,6680.0,5460.0,0.8174,3,0,2,223,1,5460.0
123,4,1,2,6680.0,7390.0,1.1063,71,0,8,71,0,
123,4,1,2,6680.0,5760.0,0.8623,69,0,0,528,1,5550.0
123,4,1,2,6680.0,6490.0,0.9716,48,0,0,229,0,
123,4,1,2,6680.0,5750.0,0.8608,84,0,3,409,1,5590.0
124,2,1,1,1090.0,740.0,0.6789,4,1,0,529,1,650.0
124,2,1,1,1090.0,810.0,0.7431,3,1,0,231,1,810.0
124,2,1,1,1090.0,610.0,0.5596,76,1,1,244,1,590.0
124,2,1,1,1090.0,1030.0,0.945,35,1,2,488,1,990.0
124,2,1,1,1090.0,950.0,0.8716,5,1,1,505,1,900.0
124,2,1,1,1090.0,1940.0,1.7798,2,1,5,581,0,
124,2,1,1,1090.0,1230.0,1.1284,84,1,2,96,1,1230.0
124,2,1,1,1090.0,1070.0,0.9817,101,1,1,304,1,1030.0
124,2,1,1,1090.0,1330.0,1.2202,46,1,0,233,1,1300.0
124,2,1,1,1090.0,870.0,0.7982,87,1,1,171,1,810.0
124,2,1,1,1090.0,1140.0,1.0459,45,1,2,486,1,1020.0
124,2,1,1,1090.0,720.0,0.6606,29,1,0,136,1,650.0
124,2,1,1,1090.0,580.0,0.5321,51,1,0,57,1,570.0
124,2,1,1,1090.0,890.0,0.8165,60,1,1,419,1,880.0
124,2,1,1,1090.0,1070.0,0.9817,99,1,1,28,0,
125,3,2,3,2630.0,2170.0,0.8251,58,1,1,75,1,1830.0
125,3,2,3,2630.0,2740.0,1.0418,88,1,2,324,1,2490.0
125,3,2,3,2630.0,1740.0,0.6616,17,1,1,640,1,1610.0
125,3,2,3,2630.0,3590.0,1.365,14,1,1,450,0,
125,3,2,3,2630.0,2360.0,0.8973,3,1,1,377,1,2270.0
125,3,2,3,2630.0,2280.0,0.8669,67,1,1,377,1,2180.0
125,3,2,3,2630.0,2080.0,0.7909,12,1,1,122,1,2010.0
125,3,2,3,2630.0,1770.0,0.673,82,1,1,516,1,1770.0
125,3,2,3,2630.0,1660.0,0.6312,32,1,0,294,1,1470.0
125,3,2,3,2630.0,2500.0,0.9506,93,1,5,341,1,2500.0
125,3,2,3,2630.0,2830.0,1.076,50,1,5,564,1,2830.0
125,3,2,3,2630.0,3550.0,1.3498,8,1,2,178,1,3550.0
125,3,2,3,2630.0,2270.0,0.8631,18,1,0,679,1,2200.0
125,3,2,3,2630.0,1530.0,0.5817,13,1,2,101,1,1500.0
125,3,2,3,2630.0,3370.0,1.2814,63,1,2,133,0,
126,4,1,3,3050.0,3160.0,1.0361,24,0,0,686,1,2880.0
126,4,1,3,3050.0,2220.0,0.7279,74,0,2,355,1,2220.0
126,4,1,3,3050.0,2360.0,0.7738,24,0,0,220,1,2360.0
126,4,1,3,3050.0,2430.0,0.7967,80,0,3,202,1,2210.0
126,4,1,3,3050.0,2080.0,0.682,107,0,2,244,1,2080.0
126,4,1,3,3050.0,3000.0,0.9836,3,0,2,111,1,2740.0
126,4,1,3,3050.0,2470.0,0.8098,97,0,3,350,0,
126,4,1,3,3050.0,2780.0,0.9115,52,0,0,84,1,2620.0
126,4,1,3,3050.0,2270.0,0.7443,95,0,2,287,1,2140.0
126,4,1,3,3050.0,4200.0,1.377,24,0,1,414,1,4200.0
126,4,1,3,3050.0,2420.0,0.7934,40,0,8,260,1,2370.0
126,4,1,3,3050.0,2600.0,0.8525,28,0,1,116,1,2560.0
126,4,1,3,3050.0,2700.0,0.8852,86,0,2,98,1,2430.0
126,4,1,3,3050.0,2570.0,0.8426,64,0,1,535,1,2420.0
126,4,1,3,3050.0,2240.0,0.7344,73,0,0,695,1,2140.0
127,3,2,3,4150.0,6660.0,1.6048,96,0,2,246,0,
127,3,2,3,4150.0,3510.0,0.8458,99,0,2,439,0,
127,3,2,3,4150.0,3610.0,0.8699,44,0,2,193,1,3360.0
127,3,2,3,4150.0,3370.0,0.812,3,0,1,344,0,
127,3,2,3,4150.0,4140.0,0.9976,29,0,0,681,1,3690.0
127,3,2,3,4150.0,2830.0,0.6819,9,0,5,587,1,2650.0
127,3,2,3,4150.0,2840.0,0.6843,43,0,3,712,1,2710.0
127,3,2,3,4150.0,3240.0,0.7807,68,0,0,398,1,3080.0
127,3,2,3,4150.0,3940.0,0.9494,103,0,0,464,0,
127,3,2,3,4150.0,3880.0,0.9349,81,0,2,354,1,3880.0
127,3,2,3,4150.0,4340.0,1.0458,3,0,0,402,0,
127,3,2,3,4150.0,6040.0,1.4554,78,0,0,276,0,
127,3,2,3,4150.0,3010.0,0.7253,57,0,5,62,0,
127,3,2,3,4150.0,2900.0,0.6988,21,0,3,525,1,2900.0
127,3,2,3,4150.0,3370.0,0.812,74,0,1,536,0,
128,1,1,1,720.0,710.0,0.9861,53,1,0,479,1,700.0
128,1,1,1,720.0,580.0,0.8056,30,1,8,624,0,
128,1,1,1,720.0,1000.0,1.3889,10,1,0,44,0,
128,1,1,1,720.0,760.0,1.0556,53,1,5,502,0,
128,1,1,1,720.0,750.0,1.0417,47,1,3,247,0,
128,1,1,1,720.0,470.0,0.6528,50,1,1,321,1,470.0
128,1,1,1,720.0,400.0,0.5556,82,1,5,152,1,400.0
128,1,1,1,720.0,620.0,0.8611,97,1,1,149,0,
128,1,1,1,720.0,900.0,1.25,56,1,2,685,0,
128,1,1,1,720.0,640.0,0.8889,2,1,0,147,0,
128,1,1,1,720.0,720.0,1.0,59,1,3,194,0,
128,1,1,1,720.0,380.0,0.5278,33,1,3,159,0,
128,1,1,1,720.0,510.0,0.7083,79,1,1,101,0,
128,1,1,1,720.0,690.0,0.9583,69,1,1,22,0,
128,1,1,1,720.0,750.0,1.0417,74,1,1,472,1,700.0
129,5,2,2,7970.0,6180.0,0.7754,108,1,2,456,1,6160.0
129,5,2,2,7970.0,6850.0,0.8595,57,1,3,575,1,6640.0
129,5,2,2,7970.0,9450.0,1.1857,57,1,5,203,1,8460.0
129,5,2,2,7970.0,10660.0,1.3375,76,1,5,38,0,
129,5,2,2,7970.0,14860.0,1.8645,53,1,0,583,0,
129,5,2,2,7970.0,5170.0,0.6487,42,1,1,30,1,5090.0
129,5,2,2,7970.0,7400.0,0.9285,3,1,0,707,1,7400.0
129,5,2,2,7970.0,7000.0,0.8783,92,1,3,55,1,6620.0
129,5,2,2,7970.0,9710.0,1.2183,28,1,5,262,1,8540.0
129,5,2,2,7970.0,7950.0,0.9975,101,1,5,545,1,7280.0
129,5,2,2,7970.0,6560.0,0.8231,3,1,0,138,1,6380.0
129,5,2,2,7970.0,3380.0,0.4241,48,1,2,701,1,3170.0
129,5,2,2,7970.0,8390.0,1.0527,52,1,0,705,1,8160.0
129,5,2,2,7970.0,9920.0,1.2447,85,1,0,328,1,9920.0
129,5,2,2,7970.0,7290.0,0.9147,50,1,1,502,1,7020.0
130,3,2,1,3660.0,3260.0,0.8907,86,1,0,121,1,3140.0
130,3,2,1,3660.0,4890.0,1.3361,76,1,1,116,0,
130,3,2,1,3660.0,2730.0,0.7459,10,1,0,377,1,2720.0
130,3,2,1,3660.0,3470.0,0.9481,17,1,5,120,0,
130,3,2,1,3660.0,3250.0,0.888,3,1,1,59,1,3160.0
130,3,2,1,3660.0,5800.0,1.5847,1,1,0,547,1,5160.0
130,3,2,1,3660.0,3730.0,1.0191,12,1,3,453,0,
130,3,2,1,3660.0,2560.0,0.6995,55,1,0,12,1,2530.0
130,3,2,1,3660.0,3860.0,1.0546,21,1,2,293,1,3860.0
130,3,2,1,3660.0,3460.0,0.9454,92,1,0,682,0,
130,3,2,1,3660.0,4930.0,1.347,57,1,3,471,0,
130,3,2,1,3660.0,5220.0,1.4262,3,1,3,282,0,
130,3,2,1,3660.0,3500.0,0.9563,96,1,5,706,1,3310.0
130,3,2,1,3660.0,2800.0,0.765,35,1,2,493,1,2660.0
130,3,2,1,3660.0,3440.0,0.9399,85,1,0,547,1,3380.0
131,1,3,1,1070.0,680.0,0.6355,53,0,2,551,0,
131,1,3,1,1070.0,900.0,0.8411,87,0,0,199,0,
131,1,3,1,1070.0,800.0,0.7477,102,0,1,346,1,800.0
131,1,3,1,1070.0,620.0,0.5794,69,0,2,702,0,
131,1,3,1,1070.0,1060.0,0.9907,90,0,1,131,0,
131,1,3,1,1070.0,1060.0,0.9907,106,0,0,650,0,
131,1,3,1,1070.0,950.0,0.8879,76,0,0,302,1,820.0
131,1,3,1,1070.0,490.0,0.4579,25,0,1,365,0,
131,1,3,1,1070.0,1210.0,1.1308,36,0,0,492,0,
131,1,3,1,1070.0,910.0,0.8505,32,0,2,201,0,
131,1,3,1,1070.0,1550.0,1.4486,17,0,0,234,0,
131,1,3,1,1070.0,1140.0,1.0654,35,0,5,472,0,
131,1,3,1,1070.0,1040.0,0.972,70,0,1,403,0,
131,1,3,1,1070.0,770.0,0.7196,64,0,3,494,0,
131,1,3,1,1070.0,1090.0,1.0187,54,0,1,679,1,1080.0
132,3,2,1,1610.0,1410.0,0.8758,7,1,2,670,1,1400.0
132,3,2,1,1610.0,1540.0,0.9565,104,1,8,492,1,1470.0
132,3,2,1,1610.0,1420.0,0.882,38,1,0,62,1,1320.0
132,3,2,1,1610.0,1910.0,1.1863,93,1,8,407,0,
132,3,2,1,1610.0,1520.0,0.9441,24,1,0,268,1,1520.0
132,3,2,1,1610.0,1530.0,0.9503,45,1,5,170,1,1500.0
132,3,2,1,1610.0,1980.0,1.2298,68,1,0,238,1,1910.0
132,3,2,1,1610.0,1340.0,0.8323,30,1,2,564,1,1340.0
132,3,2,1,1610.0,1190.0,0.7391,5,1,3,662,1,1130.0
132,3,2,1,1610.0,1710.0,1.0621,97,1,0,504,0,
132,3,2,1,1610.0,2300.0,1.4286,4,1,8,706,0,
132,3,2,1,1610.0,2340.0,1.4534,40,1,5,24,0,
132,3,2,1,1610.0,2160.0,1.3416,50,1,8,380,0,
132,3,2,1,1610.0,1580.0,0.9814,60,1,3,59,1,1530.0
132,3,2,1,1610.0,1540.0,0.9565,101,1,3,480,1,1470.0
